id	family	quantity	class	kind	A_values	A_n	A_raw_median	A_raw_min	A_raw_max	A_corr_median	A_corr_rule	spread	contains0	under20ms	s310	stable	reasons	load_bearing	B_rule	A_source	adjudication
D5b|rlx0|TR|cpu	D5b	rlx0 TR board CPU busy % per trial window (-S0 -> -S1, restart and stall included)	-	clock-free	20.46,16.65,29.58	3	20.46	16.65	29.58	20.46	face	0.445748	N	N	listed	N	listed; spread 0.445748 >= 0.10	N	changed: card B brackets each rlx0 trial by its own -S0/-S1 dumps and a one-off server; seating A's window includes the restart	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (TR1,TR2,TR3); exchange failed: TR1,TR2,TR3	same windows at higher precision (A2, ROUNDING control); N by listing and spread under both; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|TS|cpu	D5b	rlx0 TS board CPU busy % per trial window (-S0 -> -S1, restart and stall included)	-	clock-free	67.92,0.77,4.40	3	4.4	0.77	67.92	4.4	face	14.436364	N	N	listed	N	listed; spread 14.436364 >= 0.10	N	changed: card B brackets each rlx0 trial by its own -S0/-S1 dumps and a one-off server; seating A's window includes the restart	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (TS1,TS2,TS3)	UNRESOLVED (s310, a label; stable N under both, spread 14.4): A1 '-' / A2 listed (per-trial CPU of the listed TS trials); card B § 3.10 does not say whether a listed quantity's trials' other figures are listed. Values at 2 dp (A2, ROUNDING control); under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; COORDINATOR: R5 s310 listed: a figure of the TS trials card B 3.10 lists as rlx0 TCP board-sends
D5b|rlx0|UR|cpu	D5b	rlx0 UR board CPU busy % per trial window (-S0 -> -S1, restart and stall included)	-	clock-free	33.11,33.15	2	33.13	33.11	33.15	33.13	face	0.000604	N	N	listed	N	listed	N	changed: card B brackets each rlx0 trial by its own -S0/-S1 dumps and a one-off server; seating A's window includes the restart	bench/2026-09-23/P1-UR-S0/-S1.log (this script); nic-driver.md § 19.7 [captures: UR1,UR3]	population: nic-driver § 19.7, the published per-trial CPU table, has UR1 and UR3 (UR) and US1 (US) only; A1 added the no-connect trials' idle windows (UR2, US2, US3) from cpu_windows.tsv - A2. N (listed) under both; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|US|cpu	D5b	rlx0 US board CPU busy % per trial window (-S0 -> -S1, restart and stall included)	-	clock-free	39.45	1	39.45	39.45	39.45	39.45	face	0.000000	N	N	listed	N	listed	N	changed: card B brackets each rlx0 trial by its own -S0/-S1 dumps and a one-off server; seating A's window includes the restart	bench/2026-09-23/P1-US1-S0/-S1.log (this script); nic-driver.md § 19.7 [captures: US1] | A2 id D5b|rlx0|US1|cpu	population: nic-driver § 19.7, the published per-trial CPU table, has UR1 and UR3 (UR) and US1 (US) only; A1 added the no-connect trials' idle windows (UR2, US2, US3) from cpu_windows.tsv - A2. N (listed) under both; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|UR|hostsent	D5b	rlx0 UDP board receives, datagrams the host sent over its test	-	clock-free	53525,53504	2	53514.5	53504	53525	53514.5	face	0.000196	N	N	listed	N	listed	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (UR1,UR3); UR2 never connected	kept (A1 only): not published in § 19 and not required by the spec; kept because it is N (listed) and decides nothing; under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
D5b|rlx0|UR|board-log	D5b	rlx0 UDP board receives, what the board received (its own server log)	-	clock-free	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: the server's figure never reached the host in seating A; card B reads the board log for the first time	N	changed: board server log	s106/n1-d5/iperf_trials.tsv (UR1-UR3)	kept (A1 only): card B § 3.5 names the board log a first reading: none
D5b|rlx0|US1|hostseq	D5b	rlx0 UDP board sends (US1), highest sequence the host received, 0 gaps	-	clock-free	53485	1	53485	53485	53485	53485	face	0.000000	N	N	listed	N	listed	N	unchanged	s106/n1-d5/iperf_trials.tsv US1 card_figure; nic-driver § 19.1	kept (A1 only): § 19.1 publishes US1's highest sequence 53,485 (spec: every published rlx0 figure); under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
D5b|rlx0|US1|mbps	D5b	rlx0 UDP board-sends US1: Mbit/s (median of its 1 s intervals; exchange failed)	-	realtime	20.7	1	20.7	20.7	20.7	20.7	face	0.000000	N	N	listed	N	listed	N	card B § 3.5: the failures recur (推); the board log is a first reading	bench/2026-09-23/P1-US1.log interval lines (this script); § 19.1 prints 20.7 [captures: US1]	kept (A2 only): § 19.1 publishes US1's 20.7 Mbit/s (spec: every published rlx0 figure); N (listed)
D5b|rlx0|failed-exchanges	D5b	rlx0 trials (of 12) that connected and whose end-of-test exchange never completed	-	clock-free	6	1	6	6	6	6	face	0.000000	N	N	loss-count	N	loss-count	N	changed: one-off server per trial	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (12 rlx0 trials)	kept (A1 only): § 19.1 publishes the six failed exchanges; under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
D5b|rlx0|no-connect	D5b	rlx0 trials (of 12) that could not connect (No route to host)	-	clock-free	3	1	3	3	3	3	face	0.000000	N	N	loss-count	N	loss-count	N	unchanged	s106/n1-d5/iperf_trials.tsv, cpu_windows.tsv (12 rlx0 trials)	kept (A1 only): § 19.1 publishes the three No-route trials; under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
D5b|rlx0|recover|n_tx_stop	D5b	rlx0 recover counter n_tx_stop, P1-N0 -> P1-US3-S1	-	clock-free	7	1	7	7	7	7	face	0.000000	N	N	listed	N	listed	N	changed: card B reads it per trial (-S0 -> -S1)	s106/n1-d5/nic_deltas.tsv (sum of 12 intervals)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|recover|n_recov_fire	D5b	rlx0 recover counter n_recov_fire, P1-N0 -> P1-US3-S1	-	clock-free	7	1	7	7	7	7	face	0.000000	N	N	listed	N	listed	N	changed: card B reads it per trial (-S0 -> -S1)	s106/n1-d5/nic_deltas.tsv (sum of 12 intervals)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|recover|n_recov_ok	D5b	rlx0 recover counter n_recov_ok, P1-N0 -> P1-US3-S1	-	clock-free	7	1	7	7	7	7	face	0.000000	N	N	listed	N	listed	N	changed: card B reads it per trial (-S0 -> -S1)	s106/n1-d5/nic_deltas.tsv (sum of 12 intervals)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|recover|n_recov_fail	D5b	rlx0 recover counter n_recov_fail, P1-N0 -> P1-US3-S1	-	clock-free	0	1	0	0	0	0	face	-	Y	N	listed	N	listed; spread undefined (median 0); contains0	N	changed: card B reads it per trial (-S0 -> -S1)	s106/n1-d5/nic_deltas.tsv (sum of 12 intervals)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5b|rlx0|recover|n_recov_spurious	D5b	rlx0 recover counter n_recov_spurious, P1-N0 -> P1-US3-S1	-	clock-free	0	1	0	0	0	0	face	-	Y	N	listed	N	listed; spread undefined (median 0); contains0	N	changed: card B reads it per trial (-S0 -> -S1)	s106/n1-d5/nic_deltas.tsv (sum of 12 intervals)	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5b|rlx0|recover|n_writes	D5b	rlx0 recover counter n_writes, P1-N0 -> P1-US3-S1	-	clock-free	112	1	112	112	112	112	face	0.000000	N	N	listed	N	listed	N	changed: card B reads it per trial (-S0 -> -S1)	s106/n1-d5/nic_deltas.tsv (sum of 12 intervals)	kept (A1 only): § 19.1 publishes n_writes 14 -> 126 (Δ 112); under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
D5b|rlx0|recover|per-trial	D5b	rlx0 per-trial n_tx_stop / n_recov_* from -S0 to -S1	-	clock-free	-	0	-	-	-	-	-	-	-	-	listed	none	no seating-A value by card B's rule: seating A's -S0 captures hold /proc/stat only; card B § 3.5: 'first per-trial readings'	N	changed: two driver dumps per trial	s106/n1-d5/REPORT.md § 0 (1), (6)	kept (A1 only): card B § 3.5 names them first per-trial readings: none
D5b|rlx0|NET112|frames	D5b	NET-112: frames the driver counted sent minus frames the switch emitted (P1-ETH4 vs P1-US3-S1)	-	clock-free	182	1	182	182	182	182	face	0.000000	N	N	loss-count	N	loss-count	N	card B: rlx0 trials bracketed by driver dumps; the switch read at the handover as in card A	s106/n1-d5/net112.tsv | A2 id D5b|rlx0|NET112|tx_frames	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|NET112|bytes	D5b	NET-112: bytes (with FCS) sent minus emitted	-	clock-free	23692	1	23692	23692	23692	23692	face	0.000000	N	N	loss-count	N	loss-count	N	as above	s106/n1-d5/net112.tsv | A2 id D5b|rlx0|NET112|tx_bytes	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
D5b|rlx0|NET112|rxframes	D5b	NET-112: frames into the board minus n_rx	-	clock-free	0	1	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	as above	s106/n1-d5/net112.tsv | A2 id D5b|rlx0|NET112|rx_frames	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
D5b|rlx0|NET112|rxbytes	D5b	NET-112: bytes into the board minus driver rx bytes + FCS	-	clock-free	0	1	0	0	0	0	face	-	Y	N	loss-count	N	loss-count; spread undefined (median 0); contains0	N	as above	s106/n1-d5/net112.tsv | A2 id D5b|rlx0|NET112|rx_bytes	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
NET109|crcalignerr	NET109	CPU port CRCAlignErr at P1-AC0	-	clock-free	294	1	294	294	294	294	face	0.000000	N	N	-	Y	-	N	card B § 3.6: 'the count itself ... is not predicted'	bench/2026-09-23/P1-AC0.log (read after P1-N0, nothing typed between) | A2 id NET109|P1-AC0|CRCAlignErr	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
NET109|p3egress	NET109	port 3 egress unicast packets at P1-AC0	-	clock-free	294	1	294	294	294	294	face	0.000000	N	N	-	Y	-	N	as above	bench/2026-09-23/P1-AC0.log (read after P1-N0, nothing typed between) | A2 id NET109|P1-AC0|p3_egress	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
NET109|crc-minus-egress	NET109	CRCAlignErr minus port-3 egress (the healthy shape: 0)	-	clock-free	0	1	0	0	0	0	face	-	Y	N	-	N	spread undefined (median 0); contains0	N	card B § 3.6 predicts equality	bench/2026-09-23/P1-AC0.log (read after P1-N0, nothing typed between)	kept (A1 only): card B § 3.6 predicts the healthy shape CRCAlignErr = port-3 egress; § 19.2 publishes 294 = 294; under20ms '-' -> N (spec vocabulary Y/N; not a time interval); spread 0/0 -> '-'
NET109|cpu-rcv-bytes	NET109	CPU port Rcv bytes at P1-AC0	-	clock-free	0	1	0	0	0	0	face	-	Y	N	-	N	spread undefined (median 0); contains0	N	card B § 3.6 predicts 0	bench/2026-09-23/P1-AC0.log (read after P1-N0, nothing typed between) | A2 id NET109|P1-AC0|cpu_rcv_bytes	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; spread: every value 0, so max/median is 0/0, undefined -> '-' (A2; A1 printed inf); N by contains0 either way
NET109|cpuevent	NET109	CpuEvent at P1-AC0	-	clock-free	0	1	0	0	0	0	face	-	Y	N	-	N	spread undefined (median 0); contains0	N	unchanged	bench/2026-09-23/P1-AC0.log (read after P1-N0, nothing typed between)	kept (A1 only): § 19.1 publishes CpuEvent 0 at P1-AC0; under20ms '-' -> N (spec vocabulary Y/N; not a time interval); spread 0/0 -> '-'
CLK|ticks-per-RAW-s	CLK	board ticks per second of the reference clock (seating A: 99.998 +/- 0.001 per NTP second; 100.0031 per Windows second)	-	clock-free	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: card B measures ticks per RAW second (TK0/TK1); seating A has no RAW stamps, so it cannot be re-read by that rule	N	changed: per RAW second (card B § 3.8)	notes/boot-time.md § 7.2 (typed 99.998, 100.0031); s106/c-clock/REPORT.md § 1 | A2 id CLK|ticks_per_s	no seating-A value by card B's rule (ticks per RAW second; seating A has no RAW stamp): A_values empty, n 0 - A1; A2 put the per-NTP-second 99.998, a different quantity, in A_values while also marking none
CLK|tick-shortfall	CLK	ticks the board's counters fell short between P1-N0 and P1-TR1-S0	-	clock-free	105	1	105	105	105	105	face	0.000000	N	N	loss-count	N	loss-count	N	changed: card B places a shortfall per trial with -S0/-S1 /proc/stat on RAW (§ 3.8)	s106/c-clock/x11.out | A2 id CLK|shortfall	kind clock-free: a tick count set against a tick ratio - card B § 3.0 lists counts and tick ratios as clock-free - A2; under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one
VEND|wsc2reg|slow	VEND	vendor 'WiFi Simple Config' -> 'Register to wlan0', boots with the >= 1 s step	pooled	board	1.130692,1.122209,1.119685,1.127061,1.122850,1.124720,1.113574,1.125872	8	1.123785	1.113574	1.130692	1.152541	raw / f6 window r	0.009086	N	N	-	Y	-	N	card B § 3.7; unchanged	s106/n2-d4d8/vendor-d4.tsv reg_wlan0 - wscd (V1,V2,V3,V5,V6,V7,M1,M2) | A2 id VEND|wsc_register|slow	same boots at higher precision: A2 reads both lines' FW-35 arrivals at 1 us; A1 subtracts vendor-d4.tsv's 4-dp stamps (each difference within 0.1 ms, ROUNDING control) - A2, raw and corrected
VEND|wsc2reg|fast	VEND	vendor 'WiFi Simple Config' -> 'Register to wlan0', the fast mode	pooled	board	0.146649	1	0.146649	0.146649	0.146649	0.150209	raw / f6 window r	0.000000	N	N	-	Y	-	N	card B § 3.7; unchanged	s106/n2-d4d8/vendor-d4.tsv (V4) | A2 id VEND|wsc_register|fast	same boots at higher precision: A2 reads both lines' FW-35 arrivals at 1 us; A1 subtracts vendor-d4.tsv's 4-dp stamps (each difference within 0.1 ms, ROUNDING control) - A2, raw and corrected
VEND|bridge-minus-wlanappkill	VEND	vendor 'Init bridge interface...' minus 'sysconf wlanapp kill wlan0'	pooled	board	0.835694,0.839622,0.839078,0.836603,0.839037,0.833247,0.855746,0.838676,0.836235	9	0.838676	0.833247	0.855746	0.858508	raw / f6 window r	0.020354	N	N	-	Y	-	N	card B § 3.7; unchanged	s106/n2-d4d8/vendor-d4.tsv bridge - wlanapp_kill (V1-V7,M1,M2) | A2 id VEND|bridge_minus_wlanappkill	same boots at higher precision: A2 reads both lines' FW-35 arrivals at 1 us; A1 subtracts vendor-d4.tsv's 4-dp stamps (each difference within 0.1 ms, ROUNDING control) - A2, raw and corrected
VEND|jbfc2realtek|warm	VEND	J BFC00000 sent -> <RealTek> (the warm reset, V4-WZ..V7-WZ)	warm	board	2.236097,2.248814,2.248841,2.211740	4	2.242456	2.211740	2.248841	2.303356	r_best per catch (f5-best.tsv)	0.013697	N	N	-	Y	-	N	card B § 3.7 (~2.30 s); unchanged	bench/2026-09-23/Z9-D2.tsv reset records (V4-WZ,V5-WZ,V6-WZ,V7-WZ); s106/c-clock/f5-best.tsv | A2 id VEND|J_BFC00000_to_RealTek|warm	
VEND|loader.esc|M1	VEND	M1-BOOT loader.esc (the autoboot's wait; same number as SEG|loader|-|cold|loader.esc)	listen	board	5.121936	1	5.121936	5.121936	5.121936	5.237582	r_best (f5-best.tsv)	0.000000	N	N	listed	N	listed	Y	card B § 3.7; unchanged	bench/2026-09-23/Z9-D2.tsv loader (M1-BOOT); s106/c-clock/f5-best.tsv | A2 id VEND|M1|loader.esc	load_bearing Y: the same number as SEG loader.esc (Y); one number carries one class - A1. Stable N (listed), so a miss decides nothing either way
VEND|loader.esc|M2	VEND	M2-BOOT loader.esc (the autoboot's wait; same number as SEG|loader|-|warm|loader.esc)	listen	board	5.102142	1	5.102142	5.102142	5.102142	5.237048	r_best (f5-best.tsv)	0.000000	N	N	listed	N	listed	Y	card B § 3.7; unchanged	bench/2026-09-23/Z9-D2.tsv loader (M2-BOOT); s106/c-clock/f5-best.tsv | A2 id VEND|M2|loader.esc	load_bearing Y: the same number as SEG loader.esc (Y); one number carries one class - A1. Stable N (listed), so a miss decides nothing either way
VEND|j2boa|mode-slow	VEND	vendor J -> boa (boot.jump_to_ready), boots with the slow WSC step	pooled	board	26.309627,26.085752,26.258240,26.215816,26.191747,26.237552,26.175747,26.057378	8	26.203781	26.057378	26.309627	26.863274	raw / f6 window r	0.005587	N	N	-	Y	-	N	card B § 3.7 splits J -> boa by the step; unchanged	bench/2026-09-23/Z9-D2.tsv seg (V1,V2,V3,V5,V6,V7,M1,M2)	kept (A1 only): card B § 3.7 predicts J -> boa per WSC-step mode; § 7.6 lists the values; UNRESOLVED (load_bearing): N by the spec ('per firmware, variant and class'; card B § 3.10 puts cold and warm in separate tables) / Y by the closing rule's text, which names 'the vendor's J -> boa' (card B § 3.7 predicts it per WSC-step mode) beside 'a boot-timeline segment per firmware, variant and class' with no class. Stable Y, so a seating-B miss here either keeps P2 open or is carried forward: the owner decides before any seating-B value of it is read; COORDINATOR: R1 load_bearing N: DoD D3 puts cold and warm in separate tables with n, median and range per cell, so the rule names each quantity per class; a pooled or per-mode row is scored beside, rule (3)
VEND|j2boa|mode-fast	VEND	vendor J -> boa (boot.jump_to_ready), boots with the fast WSC step	pooled	board	25.339388	1	25.339388	25.339388	25.339388	25.954510	raw / f6 window r	0.000000	N	N	-	Y	-	N	card B § 3.7 splits J -> boa by the step; unchanged	bench/2026-09-23/Z9-D2.tsv seg (V4)	kept (A1 only): card B § 3.7 predicts J -> boa per WSC-step mode (V4); UNRESOLVED (load_bearing): N by the spec ('per firmware, variant and class'; card B § 3.10 puts cold and warm in separate tables) / Y by the closing rule's text, which names 'the vendor's J -> boa' (card B § 3.7 predicts it per WSC-step mode) beside 'a boot-timeline segment per firmware, variant and class' with no class. Stable Y, so a seating-B miss here either keeps P2 open or is carried forward: the owner decides before any seating-B value of it is read; COORDINATOR: R1 load_bearing N: DoD D3 puts cold and warm in separate tables with n, median and range per cell, so the rule names each quantity per class; a pooled or per-mode row is scored beside, rule (3)
D8|arp|b1-b2	D8	host ARP broadcast #1 -> #2 on the wire	-	host-timer	1.025157,1.007092,1.004568,1.002449,1.025453,1.007341,1.009789,1.000617,1.000370,1.000544,1.016784	11	1.007092	1.000370	1.025453	1.007092	face	0.018232	N	N	-	Y	-	N	card B § 3.4: P1-TCPD and P3-TCPD, frames through hostclock convert onto RAW; unchanged quantity	s106/n2-d4d8/p3-cycles.tsv (P3-TCPD frames on host monotonic via the journal)	kept (A1 only): card B § 3.4 quotes it (#1->#2 1.0004-1.0255 s, P3-TCPD)
D8|arp|b2-b3	D8	host ARP broadcast #2 -> #3 on the wire	-	host-timer	1.019955,1.028002,1.024004,1.027938,1.024007,1.024001,1.024047,1.023986	8	1.024005	1.019955	1.028002	1.024005	face	0.003956	N	N	-	Y	-	N	card B § 3.4: P1-TCPD and P3-TCPD, frames through hostclock convert onto RAW; unchanged quantity	s106/n2-d4d8/p3-cycles.tsv (P3-TCPD frames on host monotonic via the journal)	kept (A1 only): card B § 3.4 quotes it (#2->#3 1.0200-1.0280 s)
D8|arp|b3-fail	D8	host ARP #3 -> the failure's read	-	host-timer	1.024775,1.020318,1.024426,1.020394,1.024082,1.024288,1.024567,1.024425	8	1.024357	1.020318	1.024775	1.024357	face	0.003942	N	N	-	Y	-	N	card B § 3.4: P1-TCPD and P3-TCPD, frames through hostclock convert onto RAW; unchanged quantity	s106/n2-d4d8/p3-cycles.tsv (P3-TCPD frames on host monotonic via the journal)	kept (A1 only): card B § 3.4 quotes it (#3 -> the failure's read 1.0203-1.0248 s)
D8|arp|b1-trigger	D8	host ARP #1 minus the send of the echo that triggered it, s	-	host-timer	-0.000024,-0.000113,-0.000039,-0.000112,-0.000070,-0.000067,-0.000059,-0.000084,-0.000084,-0.000011	10	-0.0000685	-0.000113	-0.000011	-0.0000685	face	0.839416	N	Y	-	N	spread 0.839416 >= 0.10; under20ms	N	card B § 3.4: P1-TCPD and P3-TCPD, frames through hostclock convert onto RAW; unchanged quantity	s106/n2-d4d8/p3-cycles.tsv (P3-TCPD frames on host monotonic via the journal)	kept (A1 only): card B § 3.4 quotes it (the first broadcast -0.113...+0.024 ms from its trigger; the +0.024 is a sign slip, see REPORT); A1's ms converted to seconds (brief's convention); ms -> s (the median -0.0000685 s keeps a 7th decimal: it is the mean of two 1-us values)
D8|nic2bcast2|quiet|pooled	D8	rlxfw quiet NIC probe -> the host's #2 broadcast after the carrier loss (frames)	pooled	host-timer	4.265636,4.215756	2	4.240696	4.215756	4.265636	4.240696	face	0.005881	N	N	-	Y	-	N	card B § 3.4 (#2 at NIC + 4.18-4.27, host part at face); P1-TCPD adds seven boots	s106/n2-d4d8/p3-cycles.tsv (P3-TCPD frames on host monotonic via the journal); P3Q-r01 cycle 67-77, P3Q-r02 cycle 155-165; NIC from Z9-D2 lm	kept (A1 only): § 7.3 publishes the second broadcast at NIC+4.18-4.27 s
D7|dB|B00-B09	D7	loud minus quiet console bytes, B00-B09, per loud x quiet pair of press 1	-	clock-free	810,810,810,810,810,810,810,810,810,810,810,810	12	810	810	810	810	face	0.000000	N	N	-	Y	-	N	card B § 3.3 (dB 5,831 at e = 0); unchanged	bench/2026-09-23/P1L-r0N-boot.log x P1Q-r0N-boot.log (12 pairs), marker offsets; notes § 7.6	kept (A1 only): § 7.6 publishes +810 B in B00->B09, 12 of 12 pairs; under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
D7|dB|B09-B10	D7	loud minus quiet console bytes, B09-B10, per loud x quiet pair of press 1	-	clock-free	5021,5021,5021,5021,5021,5021,5021,5021,5021,5021,5021,5021	12	5021	5021	5021	5021	face	0.000000	N	N	-	Y	-	N	card B § 3.3 (dB 5,831 at e = 0); unchanged	bench/2026-09-23/P1L-r0N-boot.log x P1Q-r0N-boot.log (12 pairs), marker offsets; notes § 7.6	kept (A1 only): § 7.6 publishes +5,021 B in B09->B10, 12 of 12 pairs; under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
D7|dB|total	D7	loud minus quiet console bytes, total, per loud x quiet pair of press 1	-	clock-free	5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831,5831	12	5831	5831	5831	5831	face	0.000000	N	N	-	Y	-	N	card B § 3.3 (dB 5,831 at e = 0); unchanged	bench/2026-09-23/P1L-r0N-boot.log x P1Q-r0N-boot.log (12 pairs), marker offsets; notes § 7.6	kept (A1 only): § 7.6 publishes the 5,831-byte difference; under20ms '-' -> N (spec vocabulary Y/N; not a time interval)
EXACT|PQ-boot|bytes	EXACT	every P*Q-rNN-boot capture, bytes (predicted 2,117)	-	exact	2117,2117,2117,2117,2117,2117,2117,2117	8	2117	2117	2117	2117	face	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/<boot>.meta.json bytes (8 captures) | A2 id EXACT|quiet_boot_bytes	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|P1L-boot|bytes	EXACT	every P1L-rNN-boot, bytes (predicted 7,948 + e, normalised 7,948)	-	exact	7948,7948,7948 (tmpReg fields 12,12,12)	3	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P1L-r0N-boot.meta.json | A2 id EXACT|loud_boot_bytes	
EXACT|boot|RLXFW-ID0	EXACT	RLXFW-ID0=A2C56BC8 in every rlxfw boot	-	exact	A2C56BC8,A2C56BC8,A2C56BC8,A2C56BC8,A2C56BC8,A2C56BC8,A2C56BC8,A2C56BC8,A2C56BC8,A2C56BC8,A2C56BC8	11	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2 (looprun A3)	bench/2026-09-23/P*-rNN-boot.log	granularity: card B § 3.2 states these as separate values; spec 'one row each' -> A1's split rows, filled with A2's per-capture values from EXACT|RLXFW-ID0_N7 (A2's combined row dropped)
EXACT|boot|RLXFW-N7	EXACT	RLXFW-N7=00000011 in every rlxfw boot	-	exact	00000011,00000011,00000011,00000011,00000011,00000011,00000011,00000011,00000011,00000011,00000011	11	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P*-rNN-boot.log	granularity: card B § 3.2 states these as separate values; spec 'one row each' -> A1's split rows, filled with A2's per-capture values from EXACT|RLXFW-ID0_N7 (A2's combined row dropped)
EXACT|map|bytes	EXACT	every map capture, bytes (predicted 3,013)	-	exact	3013,3013,3013	3	3013	3013	3013	3013	face	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P*-M0.meta.json | A2 id EXACT|map_bytes	exact row: A_n = captures read, values listed per capture (A2); A1 summarised ('n of n'); no D3 consequence
EXACT|map|body-digest	EXACT	map body digest (MB pipeline), predicted 0927be41e91fe4bd...	-	exact	0927be41e91fe4bd,0927be41e91fe4bd,0927be41e91fe4bd	3	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2	bench/2026-09-23/P*-MB0.log | A2 id EXACT|map_body_digest	
EXACT|map|compare-differ-line	EXACT	map_compare_differ_line	-	exact	DIFFER 000000 device c66a4126d7b1b862... dump 8494cc8666b5c6f6...,DIFFER 000000 device c66a4126d7b1b862... dump 8494cc8666b5c6f6...,DIFFER 000000 device c66a4126d7b1b862... dump 8494cc8666b5c6f6...	3	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2: exactly the one group-0 DIFFER line	bench/2026-09-23/P*-MB0.log line 2 [captures: P1-MB0,P2-MB0,P3-MB0]	granularity: card B § 3.2 states the DIFFER line and the summary line as two exact values; spec 'one row each' -> A2's two rows replace A1's one (EXACT|map_compare_differ_line)
EXACT|map|compare-summary	EXACT	map_compare_summary	-	exact	31 same; 1 DIFFER; 0 scope; 0 extra; 0 missing,31 same; 1 DIFFER; 0 scope; 0 extra; 0 missing,31 same; 1 DIFFER; 0 scope; 0 extra; 0 missing	3	-	-	-	-	-	-	-	-	-	exact	exact (card B § 3.2): not a D3 number	N	card B § 3.2: 31 same, 1 DIFFER, 0 scope, 0 extra, 0 missing	bench/2026-09-23/P*-MB0.log line 3 [captures: P1-MB0,P2-MB0,P3-MB0]	granularity: card B § 3.2 states the DIFFER line and the summary line as two exact values; spec 'one row each' -> A2's two rows replace A1's one (EXACT|map_compare_summary)
